namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Maahes,,,,,,Aanis Arrow,Fist of Selkis,Baals Arrow,,,,Ahtis Fury,Setem,,,,,,,,,Fist of Selkis,,Breath of Khafre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atens Fury,,,,,,Wrath of Seblumeker,Maahess Rage,Denwens Khopesh,,,,Mehens Spear,Hetepes-Sekhus,,,,,,,,,Sobeks Javelin,,Voice of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhurs Rage,,,,,,Besnas Rage,Bastets Javelin,Wrath of Shesmetet,,,,Hedetets Chariot,Dionysus-Osiris,,,,,,,,,Ras Vigil,,Breath of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selkiss Chariot,,,,,,Aanis Vigil,Blade of Sekhmet,Hetepes-Sekhuss Arrow,,,,Wrath of Buchis,Henkhisesui,,,,,,,,,Montus Vigil,,Spirit of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Montu,,,,,,Astis Javelin,Sobeks Shield,Amu-Aas Fury,,,,Setchehs Shield,Andjety,,,,,,,,,Blood of Amon-Ra,,Kagemnis Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hetemits Rage,,,,,,Hedetets Shield,Sets Chariot,Wrath of Anhefta,,,,Blood of Serket,Qererti,,,,,,,,,Blood of Osiris,,Spirit of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Aten,,,,,,Blade of Anti,Neiths Shield,Nehebu-Kaus Khopesh,,,,Baals Vigil,Anti,,,,,,,,,Wrath of Anubis,,Dens Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neiths Shield,,,,,,Wepsets Spear,Hetemits Rage,Serkets Chariot,,,,Wrath of Hetepes-Sekhus,Shezmu,,,,,,,,,Maahess Rage,,Ptahshepsess Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekhmets Fury,,,,,,Heptets Arrow,Anhurs Vigil,Resheps Chariot,,,,Dagger of Wepwawet,Khenti-Amenti,,,,,,,,,Fist of Menhit,,Senusrets Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neiths Rage,,,,,,Ishtars Rage,Montus Fury,Blade of Ammit,,,,Antis Khopesh,Ba,,,,,,,,,Montus Shield,,Khentkauss Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sets Khopesh,,,,,,Anats Rage,Bastets Vigil,Kebehuts Rage,,,,Heptets Fury,Seta-Ta,,,,,,,,,Anubiss Fury,,Will of Osiris,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neiths Chariot,,,,,,Wrath of Meretseger,Maahess Vigil,Hedetets Vigil,,,,Nehebu-Kaus Vigil,Amu-Aa,,,,,,,,,Blade of Osiris,,Djedres Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seblumekers Spear,,Mehens Fury,,,,Shentayets Arrow,Hardedef,,,,,,,,,,,Will of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelicans Vigil,,Wrath of Reshep,,,,Serkets Rage,Nebt-Ankhiu,,,,,,,,,,,Isiss Command,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayets Javelin,,Dagger of Harmachis,,,,Heptets Spear,Kagemni,,,,,,,,,,,Voice of Djedre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buchiss Rage,,Astis Dagger,,,,Pelicans Arrow,Qebeḥsenuf,,,,,,,,,,,Will of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resheps Arrow,,Nehebu-Kaus Chariot,,,,Seblumekers Arrow,Mehen,,,,,,,,,,,Voice of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahtis Shield,,Blade of Anat,,,,Blade of Serket,Themath,,,,,,,,,,,Will of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khefthernebess Shield,,Blood of Shentayet,,,,Kebehuts Spear,Kneph,,,,,,,,,,,Spirit of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Anhefta,,Denwens Arrow,,,,Shentayets Khopesh,Ken,,,,,,,,,,,Dens Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besnas Dagger,,Nehebu-Kaus Rage,,,,Ahtis Dagger,Buchis,,,,,,,,,,,Osiriss Barque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-hehs Spear,,Tawerets Chariot,,,,Serapiss Fury,Apis,,,,,,,,,,,Mahens Steed,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shesmetets Shield,,Dagger of Seblumeker,,,,Seblumekers Chariot,Anuke,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehens Khopesh,,Wepwawets Javelin,,,,Ahtis Javelin,Sebeg,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Serapis,,Astartes Javelin,,,,Seblumekers Javelin,Aani,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wepwawets Chariot,,Dagger of Heryshaf,,,,Ammits Vigil,Sia,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amu-Aas Javelin,,Blood of Ahti,,,,Ishtars Fury,Iat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayets Shield,,Kebehuts Fury,,,,Wrath of Ahti,Hatmehit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Mehen,,Besnas Arrow,,,,Denwens Spear,Haurun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Ammit,,Fist of Shemat-Khu,,,,Resheps Spear,Nebt-Setau,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apeps Khopesh,,Blood of Kebehut,,,,Ammits Rage,Djebuty,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serapiss Vigil,,Dagger of Reshep,,,,Ammits Shield,Ha,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Shemat-Khu,,Blade of Ta-Bijet,,,,Wepwawets Fury,Perit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hetepes-Sekhuss Javelin,,Anats Fury,,,,Blood of Seblumeker,Djefa,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Khefthernebes,,Blood of Baal,,,,Apiss Fury,Maahes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setchehs Arrow,,Setchehs Vigil,,,,Heryshafs Vigil,Pakhet,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Wepset,,Harmachiss Arrow,,,,Heptets Javelin,Tefnut,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Khefthernebes,,Blade of Wepset,,,,Ammits Fury,Wadjet,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-hehs Fury,,Blood of Apesh,,,,Buchiss Spear,Selkis,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Nehebu-Kau,,Ta-Bijets Dagger,,,,Fist of Taweret,Nun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amu-Aas Chariot,,Tawerets Fury,,,,Dagger of Anti,Kek,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ta-Bijets Spear,,Blade of Shesmetet,,,,Ta-Bijets Rage,Nephthys,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Nehebu-Kau,,Fist of Khefthernebes,,,,Astartes Rage,Aker,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apeps Chariot,,Khentekhtais Arrow,,,,Ishtars Shield,Bennu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khesfus Vigil,,Apeshs Fury,,,,Besnas Shield,Geb,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Ammit,,,,,,Dagger of Denwen,Hapi,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wepwawets Dagger,,,,,,Fist of Pelican,Khepri,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besnas Spear,,,,,,Shemat-Khus Shield,Khonsu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aanis Shield,,,,,,Denwens Dagger,Neper,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Hedetet,,,,,,Antis Arrow,Nemty,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heptets Dagger,,,,,,Tawerets Vigil,Shu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anukes Javelin,,,,,,Astis Fury,Sopdu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadj-wer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatenen,,,,,,,,,,,,
