namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cargo Cult,Acronymonym,Acronymonym,Acronymonym,Disruptive Dissonance,Disruptive Dissonance,Disruptive Dissonance,The Washing Machine Chronicles,The Washing Machine Chronicles,The Washing Machine Chronicles,The Washing Machine Chronicles,"Unflappably Poised, Subsequently Snoozing","Unflappably Poised, Subsequently Snoozing","Unflappably Poised, Subsequently Snoozing",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Rascal,Novelty Plaything,Novelty Plaything,Novelty Plaything,Divergent Dispute,Divergent Dispute,Divergent Dispute,Kakistocracy,Kakistocracy,Kakistocracy,Kakistocracy,Migratory Lodging,Migratory Lodging,Migratory Lodging,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So Much For Subtlety,Benefit Percentage,Benefit Percentage,Benefit Percentage,Enigmatic Enigma,Enigmatic Enigma,Enigmatic Enigma,Growing Pains,Growing Pains,Growing Pains,Growing Pains,Considerable Gravitas Shortfall,Considerable Gravitas Shortfall,Considerable Gravitas Shortfall,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfortunate Conflict Of Evidence,Sound-Sensitive Hater,Sound-Sensitive Hater,Sound-Sensitive Hater,Inverse Impulse,Inverse Impulse,Inverse Impulse,Unreliable Memory,Unreliable Memory,Unreliable Memory,Unreliable Memory,Enduring Trauma,Enduring Trauma,Enduring Trauma,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youthful Indiscretion,Solely Professional,Solely Professional,Solely Professional,Mutable Manifesto,Mutable Manifesto,Mutable Manifesto,Ucalangel,Ucalangel,Ucalangel,Ucalangel,Lasting Damage IIII,Lasting Damage IIII,Lasting Damage IIII,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad For Business,Alien-Language Expert,Alien-Language Expert,Alien-Language Expert,Paradoxical Paradigm,Paradoxical Paradigm,Paradoxical Paradigm,6Churkan,6Churkan,6Churkan,6Churkan,Authorized Parts List,Authorized Parts List,Authorized Parts List,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congenital Optimist,This Is Not Clean Enough,This Is Not Clean Enough,This Is Not Clean Enough,Renegade Reasoning,Renegade Reasoning,Renegade Reasoning,9Gelish-Onplue,9Gelish-Onplue,9Gelish-Onplue,9Gelish-Onplue,Propagation Drill,Propagation Drill,Propagation Drill,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size Isn't Everything,Full Compensation,Full Compensation,Full Compensation,Sardonic Solution,Sardonic Solution,Sardonic Solution,3Uagrem,3Uagrem,3Uagrem,3Uagrem,Tuxedo Time,Tuxedo Time,Tuxedo Time,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What Are the Civilian Applications?,Disruptive Individual,Disruptive Individual,Disruptive Individual,Spurious Solution,Spurious Solution,Spurious Solution,Sudden Inclination,Sudden Inclination,Sudden Inclination,Sudden Inclination,Maritime Mystic,Maritime Mystic,Maritime Mystic,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anticipation Of A New Lover's Arrival,Vocabulary Of Ruin,Vocabulary Of Ruin,Vocabulary Of Ruin,Subversive Strategy,Subversive Strategy,Subversive Strategy,Bad Karma,Bad Karma,Bad Karma,Bad Karma,Lucid Imagination,Lucid Imagination,Lucid Imagination,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Death And Gravity,Prompt Reaction Team,Prompt Reaction Team,Prompt Reaction Team,Tempered Tempest,Tempered Tempest,Tempered Tempest,Innocent Bystander,Innocent Bystander,Innocent Bystander,Innocent Bystander,Inward Reflection,Inward Reflection,Inward Reflection,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethics Gradient,Alien-Disliking,Alien-Disliking,Alien-Disliking,Uncanny Ultimatum,Uncanny Ultimatum,Uncanny Ultimatum,Pessimistic Optimist,Pessimistic Optimist,Pessimistic Optimist,Pessimistic Optimist,Tenuous Excuses,Tenuous Excuses,Tenuous Excuses,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honest Mistake,Tenacity Forges Character,Tenacity Forges Character,Tenacity Forges Character,Unforeseen Folly,Unforeseen Folly,Unforeseen Folly,It's Not The Size That Counts,It's Not The Size That Counts,It's Not The Size That Counts,It's Not The Size That Counts,Obscure Observer,Obscure Observer,Obscure Observer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limivorous,Clean Up Your Own Mess,Clean Up Your Own Mess,Clean Up Your Own Mess,Ambiguous Abyss,Ambiguous Abyss,Ambiguous Abyss,Military Applications Only,Military Applications Only,Military Applications Only,Military Applications Only,Ucalegondalf,Ucalegondalf,Ucalegondalf,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uninvited Guest,Outstanding Impact On History,Outstanding Impact On History,Outstanding Impact On History,Cacophonous Cataclysm,Cacophonous Cataclysm,Cacophonous Cataclysm,Anticipation Of A New Adventure,Anticipation Of A New Adventure,Anticipation Of A New Adventure,Anticipation Of A New Adventure,2Gelish-Oplule,2Gelish-Oplule,2Gelish-Oplule,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Use Psychology,You Are Your Mother's Child,You Are Your Mother's Child,You Are Your Mother's Child,Contradictory Consequence,Contradictory Consequence,Contradictory Consequence,Gravity And Levity,Gravity And Levity,Gravity And Levity,Gravity And Levity,4Uagren,4Uagren,4Uagren,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What Is The Answer And Why?,Serrated Talon,Serrated Talon,Serrated Talon,Dissimilar Defiance,Dissimilar Defiance,Dissimilar Defiance,Ethical Gradient,Ethical Gradient,Ethical Gradient,Ethical Gradient,Gloom and Doom,Gloom and Doom,Gloom and Doom,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisdom Like Silence,Meat Slicer III,Meat Slicer III,Meat Slicer III,Enigmatic Endeavor,Enigmatic Endeavor,Enigmatic Endeavor,Honest Error,Honest Error,Honest Error,Honest Error,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yawning Angel,Sky Hunter,Sky Hunter,Sky Hunter,Irreverent Imagination,Irreverent Imagination,Irreverent Imagination,Nutrient Devourer,Nutrient Devourer,Nutrient Devourer,Nutrient Devourer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zero Gravitas,Others' Dilemma,Others' Dilemma,Others' Dilemma,Lack of Candor,Lack of Candor,Lack of Candor,Unwanted Guest,Unwanted Guest,Unwanted Guest,Unwanted Guest,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quietly Confident,
later Sleeper Service",Relevancy-Based Comeback,Relevancy-Based Comeback,Relevancy-Based Comeback,Wreckless Endangerment,Wreckless Endangerment,Wreckless Endangerment,Psychological Tactics,Psychological Tactics,Psychological Tactics,Psychological Tactics,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Fixed Abode,You Might Not Be The Most Awesome Person Here,You Might Not Be The Most Awesome Person Here,You Might Not Be The Most Awesome Person Here,False Imprisonment,False Imprisonment,False Imprisonment,Questioning The Answers,Questioning The Answers,Questioning The Answers,Questioning The Answers,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasting Damage,Disruption of Service,Disruption of Service,Disruption of Service,Obstruction of Justice,Obstruction of Justice,Obstruction of Justice,Silence And Wisdom,Silence And Wisdom,Silence And Wisdom,Silence And Wisdom,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasting Damage I,Two Weeks Notice,Two Weeks Notice,Two Weeks Notice,Uninvited Guest,Uninvited Guest,Uninvited Guest,Sleepy Yawn,Sleepy Yawn,Sleepy Yawn,Sleepy Yawn,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasting Damage II,Denial of Service,Denial of Service,Denial of Service,This Will Hurt a Bit,This Will Hurt a Bit,This Will Hurt a Bit,Zero Gravitational Pull,Zero Gravitational Pull,Zero Gravitational Pull,Zero Gravitational Pull,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanctioned Parts List,Alien Eradication Expert,Alien Eradication Expert,Alien Eradication Expert,You'll Feel a Pinch,You'll Feel a Pinch,You'll Feel a Pinch,Confidently Bold,Confidently Bold,Confidently Bold,Confidently Bold,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seed Drill,You Have Your Father's Spleen,You Have Your Father's Spleen,You Have Your Father's Spleen,Let's Circle Back to That,Let's Circle Back to That,Let's Circle Back to That,Transient Abode,Transient Abode,Transient Abode,Transient Abode,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dressed Up To Party,Run-On Sentence,Run-On Sentence,Run-On Sentence,I Learned it by Watching You,I Learned it by Watching You,I Learned it by Watching You,Experiencing A Significant Gravitas Surplus,Experiencing A Significant Gravitas Surplus,Experiencing A Significant Gravitas Surplus,Experiencing A Significant Gravitas Surplus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelagian,I Liked You Better Dead,I Liked You Better Dead,I Liked You Better Dead,The Devil Made Me Do It,The Devil Made Me Do It,The Devil Made Me Do It,Inescapable Damage,Inescapable Damage,Inescapable Damage,Inescapable Damage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sense Amid Madness, Wit Amidst Folly",Significant Talent Gap,Significant Talent Gap,Significant Talent Gap,Breach of Contract,Breach of Contract,Breach of Contract,Lasting Damage IV,Lasting Damage IV,Lasting Damage IV,Lasting Damage IV,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Internal Reflection,That Which Does Not Kill Us...,That Which Does Not Kill Us...,That Which Does Not Kill Us...,Gross Negligence,Gross Negligence,Gross Negligence,Sanctioned Materials List,Sanctioned Materials List,Sanctioned Materials List,Sanctioned Materials List,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Fine Disregard For Awkward Facts,Kick the Bucket,Kick the Bucket,Kick the Bucket,Unauthorized Access,Unauthorized Access,Unauthorized Access,Seed Planter,Seed Planter,Seed Planter,Seed Planter,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contents May Differ,Break a Leg,Break a Leg,Break a Leg,Willful Misconduct,Willful Misconduct,Willful Misconduct,Dressed For Success,Dressed For Success,Dressed For Success,Dressed For Success,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empiricist,Cut to the Chase,Cut to the Chase,Cut to the Chase,Just Trespassing Through,Just Trespassing Through,Just Trespassing Through,Pelagianism,Pelagianism,Pelagianism,Pelagianism,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just The Washing Instruction Chip In Life's Rich Tapestry,Beating Around the Bush,Beating Around the Bush,Beating Around the Bush,Unauthorized Disclosure,Unauthorized Disclosure,Unauthorized Disclosure,"Reason In Madness, Wit In Folly","Reason In Madness, Wit In Folly","Reason In Madness, Wit In Folly","Reason In Madness, Wit In Folly",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kakistocrat,Bite the Bullet,Bite the Bullet,Bite the Bullet,Intellectual Property Infringement,Intellectual Property Infringement,Intellectual Property Infringement,Total Personal Reflection,Total Personal Reflection,Total Personal Reflection,Total Personal Reflection,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teething Problems,"Nail, Meet Head","Nail, Meet Head","Nail, Meet Head",Gross Incompetence,Gross Incompetence,Gross Incompetence,Awkward Explanation,Awkward Explanation,Awkward Explanation,Awkward Explanation,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unreliable Witness,A Missile's Worth a Thousand Words,A Missile's Worth a Thousand Words,A Missile's Worth a Thousand Words,Intentional Infliction of Emotional Distress,Intentional Infliction of Emotional Distress,Intentional Infliction of Emotional Distress,Variable Observation,Variable Observation,Variable Observation,Variable Observation,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ucalegon,Watched Pot,Watched Pot,Watched Pot,Breach of Fiduciary Duty,Breach of Fiduciary Duty,Breach of Fiduciary Duty,The Dry Cleaning Chip In Life's Rich Tapestry,The Dry Cleaning Chip In Life's Rich Tapestry,The Dry Cleaning Chip In Life's Rich Tapestry,The Dry Cleaning Chip In Life's Rich Tapestry,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8Churkun,Break a Leg,Break a Leg,Break a Leg,Ask Questions Later,Ask Questions Later,Ask Questions Later,Cacotopia,Cacotopia,Cacotopia,Cacotopia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5Gelish-Oplule,Dime a Dozen,Dime a Dozen,Dime a Dozen,Speak Softly,Speak Softly,Speak Softly,Teething Troubles,Teething Troubles,Teething Troubles,Teething Troubles,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7Uagren,System Overload,System Overload,System Overload,Fog of War,Fog of War,Fog of War,Unreliable Memory Syndrome,Unreliable Memory Syndrome,Unreliable Memory Syndrome,Unreliable Memory Syndrome,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Discordance,Final Warning,Final Warning,Final Warning,Make a Killing,Make a Killing,Make a Killing,Ucalagon,Ucalagon,Ucalagon,Ucalagon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0325.13 Deep Photonic Threshold,Unplanned Outage,Unplanned Outage,Unplanned Outage,Before the Storm,Before the Storm,Before the Storm,4Churkun,4Churkun,4Churkun,4Churkun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Rational Transition to Elegant Candor,Extraterrestrial Extermination Specialist,Extraterrestrial Extermination Specialist,Extraterrestrial Extermination Specialist,Love and War,Love and War,Love and War,1Gelish-Oplule,1Gelish-Oplule,1Gelish-Oplule,1Gelish-Oplule,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upon Glimpsing Kifura,Your Mother's Eyes,Your Mother's Eyes,Your Mother's Eyes,Tooth and Nail,Tooth and Nail,Tooth and Nail,6Uagrem,6Uagrem,6Uagrem,6Uagrem,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanelys, Upon Rising",Never-Ending Sentence,Never-Ending Sentence,Never-Ending Sentence,Take No Prisoners,Take No Prisoners,Take No Prisoners,Sudden Inspiration,Sudden Inspiration,Sudden Inspiration,Sudden Inspiration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scantiness-Opulence IV,Better Off Dead,Better Off Dead,Better Off Dead,Dignified Retreat,Dignified Retreat,Dignified Retreat,Negative Impact,Negative Impact,Negative Impact,Negative Impact,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biondura-Sheloz,Major Skills Deficiency,Major Skills Deficiency,Major Skills Deficiency,High Ground,High Ground,High Ground,Unintentional Consequence,Unintentional Consequence,Unintentional Consequence,Unintentional Consequence,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelbriyan-Asel-Onafawy,What Doesn't Kill You Makes You Stronger,What Doesn't Kill You Makes You Stronger,What Doesn't Kill You Makes You Stronger,Live Another Day,Live Another Day,Live Another Day,Optimistic Realist,Optimistic Realist,Optimistic Realist,Optimistic Realist,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kafsunth-Hlir,Pushing up Daisies,Pushing up Daisies,Pushing up Daisies,When Will You Learn?,When Will You Learn?,When Will You Learn?,Quality Over Quantity,Quality Over Quantity,Quality Over Quantity,Quality Over Quantity,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zylatre-Anage,Toes Crossed,Toes Crossed,Toes Crossed,Wounded in Action,Wounded in Action,Wounded in Action,Civilian Use Only,Civilian Use Only,Civilian Use Only,Civilian Use Only,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trepid Energy,Straight to the Point,Straight to the Point,Straight to the Point,Beauty of Gray,Beauty of Gray,Beauty of Gray,Anticipation Of A New Day,Anticipation Of A New Day,Anticipation Of A New Day,Anticipation Of A New Day,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Morality,Going Around in Circles,Going Around in Circles,Going Around in Circles,Questionable Morals,Questionable Morals,Questionable Morals,Gravity And Motion,Gravity And Motion,Gravity And Motion,Gravity And Motion,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptable Manner,Take One for the Team,Take One for the Team,Take One for the Team,Zero Sum Game,Zero Sum Game,Zero Sum Game,Moral Spectrum,Moral Spectrum,Moral Spectrum,Moral Spectrum,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just Follow The Directions,Face the Music,Face the Music,Face the Music,Frank Discussion,Frank Discussion,Frank Discussion,Accidental Oversight,Accidental Oversight,Accidental Oversight,Accidental Oversight,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I Still Care For You",Point of No Return,Point of No Return,Point of No Return,In All Honesty,In All Honesty,In All Honesty,Nutrient Eater,Nutrient Eater,Nutrient Eater,Nutrient Eater,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erosion,Boiling Frog,Boiling Frog,Boiling Frog,Trust Me,Trust Me,Trust Me,Unwanted Visitor,Unwanted Visitor,Unwanted Visitor,Unwanted Visitor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbitraryness,Hard Pill to Swallow,Hard Pill to Swallow,Hard Pill to Swallow,No Quarter,No Quarter,No Quarter,Psychological Manipulation,Psychological Manipulation,Psychological Manipulation,Psychological Manipulation,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stunted Growth,Fish out of Water,Fish out of Water,Fish out of Water,Fire With Fire,Fire With Fire,Fire With Fire,Searching For Answers,Searching For Answers,Searching For Answers,Searching For Answers,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Sequence Of Improbable Accounts,A Penny for Your Thoughts,A Penny for Your Thoughts,A Penny for Your Thoughts,Big Stick,Big Stick,Big Stick,Silence And Insight,Silence And Insight,Silence And Insight,Silence And Insight,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Vessel With A Vista,Chasing Your Tail,Chasing Your Tail,Chasing Your Tail,Nice Guys Finish Last,Nice Guys Finish Last,Nice Guys Finish Last,Yawning Cat,Yawning Cat,Yawning Cat,Yawning Cat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Large Seductive Creature,Risky Business,Risky Business,Risky Business,If I Only Had a Brain,If I Only Had a Brain,If I Only Had a Brain,Zero G Environment,Zero G Environment,Zero G Environment,Zero G Environment,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eek!,Pot Calling the Kettle Black,Pot Calling the Kettle Black,Pot Calling the Kettle Black,Waste Not Want Not,Waste Not Want Not,Waste Not Want Not,Quietly Confident II,Quietly Confident II,Quietly Confident II,Quietly Confident II,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cranky,Needle in a Haystack,Needle in a Haystack,Needle in a Haystack,Gravitas Deficit,Gravitas Deficit,Gravitas Deficit,Temporarily Homeless,Temporarily Homeless,Temporarily Homeless,Temporarily Homeless,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credibility Challenge,In the Same Boat,In the Same Boat,In the Same Boat,Cross the Rubicon,Cross the Rubicon,Cross the Rubicon,Significant Gravitas Deficit,Significant Gravitas Deficit,Significant Gravitas Deficit,Significant Gravitas Deficit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dramatic Departure,Devil in Disguise,Devil in Disguise,Devil in Disguise,Collateral Damage,Collateral Damage,Collateral Damage,Enduring Damage,Enduring Damage,Enduring Damage,Enduring Damage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excuses And Blame,Turning a Blind Eye,Turning a Blind Eye,Turning a Blind Eye,Strategic Retreat,Strategic Retreat,Strategic Retreat,Lasting Damage V,Lasting Damage V,Lasting Damage V,Lasting Damage V,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silly, It Worked Last Time...",Raining Cats and Dogs,Raining Cats and Dogs,Raining Cats and Dogs,Thick of Things,Thick of Things,Thick of Things,Sanctioned Supplies List,Sanctioned Supplies List,Sanctioned Supplies List,Sanctioned Supplies List,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Divine Spoke To Me,Jack of All Trades,Jack of All Trades,Jack of All Trades,"Screw the Pen, Give me the Sword","Screw the Pen, Give me the Sword","Screw the Pen, Give me the Sword",Seed Distributor,Seed Distributor,Seed Distributor,Seed Distributor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiance Distortion,Just What the Doctor Ordered,Just What the Doctor Ordered,Just What the Doctor Ordered,Time For Fisticuffs,Time For Fisticuffs,Time For Fisticuffs,Dressed In Disguise,Dressed In Disguise,Dressed In Disguise,Dressed In Disguise,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joyful Ignorance Speech,It Takes Two to Tango,It Takes Two to Tango,It Takes Two to Tango,You Broke My China...,You Broke My China...,You Broke My China...,Nothing To See Here,Nothing To See Here,Nothing To See Here,Nothing To See Here,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powerless In The Presence Of Your Grace,A Shot in the Dark,A Shot in the Dark,A Shot in the Dark,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heretic Leader,All Bark and No Bite,All Bark and No Bite,All Bark and No Bite,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Assumed He Was With You,Back to Square One,Back to Square One,Back to Square One,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It Will End Before Christmas,Keep Your Chin Up,Keep Your Chin Up,Keep Your Chin Up,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just Another Result Of The Ambient Ethics,Sharp as a Tack,Sharp as a Tack,Sharp as a Tack,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minority Analysis,Thick as Thieves,Thick as Thieves,Thick as Thieves,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Talk With Unknowns,Time Flies,Time Flies,Time Flies,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unwelcome On Board,Taking the Bull by the Horns,Taking the Bull by the Horns,Taking the Bull by the Horns,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly Bent,Off the Beaten Path,Off the Beaten Path,Off the Beaten Path,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treachery,On the Same Page,On the Same Page,On the Same Page,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacrificial Lamb,Easy as Pie,Easy as Pie,Easy as Pie,,,,,,,,,,,,,,,,,,,,,,
